01intro	0	พระภิกขุปาฏิโมกข์	ปุพฺพกิจฺจานิ อุโปสถกรณโต1 ปุพฺเพ นววิธํ ปุพฺพกิจฺจํ กาตพฺพํ โหติ. ตณฺฐานสมฺมชฺชนญฺจ ตตฺถ ปทีปุชฺชลนญฺจ อาสนปญฺญปนญฺจ ปานียปริโภชนียูปฏฺฐปนญฺจ ฉนฺทารหานํ ภิกฺขูนํ ฉนฺทาหรณญฺจ เตสญฺเญว อกตุโปสถานํ ปาริสุทฺธิยาปิ2 อาหรณญฺจ อุตุกฺขานญฺจ ภิกฺขุคณนา จ ภิกฺขุนีนโมวาโท จาติ. ตตฺถ ปุริเมสุ จตูสุ กิจฺเจสุ ปทีปกิจฺจํ อิทานิ สุริยาโลกสฺส อตฺถิตาย นตฺถิ อปรานิ ตีณิ3 ภิกฺขูนํ วตฺตํ ชานนฺเตหิ อารามิเกหิปิ ภิกฺขูหิปิ4 กตานิ ปรินิฏฺฐิตานิ โหนฺติ. ฉนฺทาหรณปาริสุทฺธิ อาหรณานิ5 ปน อิมิสฺสํ สีมายํ หตฺถปาสํ วิชหิตฺวา นิสินฺนานํ ภิกฺขูนํ อภาวโต นตฺถิ. อุตุกฺขานํ นาม เอตฺตกํ อติกฺกนฺตํ, เอตฺตกํ อวสิฏฺฐนฺติ เอวํ อุตุอาจิกฺขนํ; อุตูนีธ ปน สาสเน เหมนฺตคิมฺหวสฺสานานํ วเสน ตีณิ โหนฺติ. อยํ คิมฺโหตุ,6 อสฺมิญฺจ อุตุมฺหิ อฏฺฐ อุโปสถา, อิมินา ปกฺเขน เอโก อุโปสโถ สมฺปตฺโต, สตฺต อุโปสถา อวสิฏฺฐา,7 อิติ เอวํ สพฺเพหิ อายสฺมนฺเตหิ อุตุกฺขานํ ธาเรตพฺพํ. (รับว่า เอวํ ภนฺเต* พร้อมกัน) ภิกฺขุคณนา นาม อิมสฺมึ อุโปสถคฺเค อุโปสถตฺถาย8 สนฺนิปติตา ภิกฺขู เอตฺตกาติ ภิกฺขูนํ คณนา, อิมสฺมิมฺปน อุโปสถคฺเค9 จตฺตาโร ภิกฺขู10 สนฺนิปติตา โหนฺติ. อิติ สพฺเพหิ อายสฺมนฺเตหิ ภิกฺขุคณนาปิ ธาเรตพฺพา. (รับว่า เอวํ ภนฺเต* พร้อมกัน) ภิกฺขุนีนโมวาโท ปน อิทานิ ตาสํ นตฺถิตาย นตฺถิ. อิติ สกรโณกาสานํ ปุพฺพกิจฺจานํ กตตฺตา, นิกฺกรโณกาสานํ ปุพฺพกิจฺจานํ ปกติยา ปรินิฏฺฐิตตฺตา, เอวนฺตํ นววิธํ ปุพฺพกิจฺจํ ปรินิฏฺฐิตํ โหติ. นิฏฺฐิเต จ ปุพฺพกิจฺเจ สเจ โส ทิวโส จาตุทฺทสีปณฺณรสีสามคฺคีนมญฺญตโร ยถาชฺช อุโปสโถ11 ปณฺณรโส12 ยาวติกา จ ภิกฺขู กมฺมปฺปตฺตา สงฺฆุโปสถารหา จตฺตาโร13 วา ตโต วา อติเรกา ปกตตฺตา ปาราชิกํ อนาปนฺนา สงฺเฆน วา อนุกฺขิตฺตา, เต จ โข หตฺถปาสํ อวิชหิตฺวา เอกสีมายํ ฐิตา, เตสญฺจ วิกาลโภชนาทิวเสน วตฺถุสภาคาปตฺติโย เจ น วิชฺชนฺติ; เตสญฺจ หตฺถปาเส หตฺถปาสโต พหิกรณวเสน วชฺเชตพฺโพ โกจิ วชฺชนียปุคฺคโล เจ นตฺถิ. __________________ *ถ้าผู้สวดอ่อนพรรษากว่า พึงเว้นคำว่า “ภนฺเต” เสีย หรือเปลี่ยนเป็น อาวุโส เอวนฺตํ อุโปสถกมฺมํ14 อิเมหิ จตูหิ ลกฺขเณหิ สงฺคหิตํ ปตฺตกลฺลํ นาม โหติ กาตุํ ยุตฺตรูปํ. อุโปสถกมฺมสฺส15 ปตฺตกลฺลตฺตํ วิทิตฺวา อิทานิ กริยมาโน อุโปสโถ สงฺเฆน อนุมาเนตพฺโพ.16 (รับว่า สาธุ พร้อมกัน) ในลำดับนี้ ท่านผู้มีอาวุโสอยู่ในที่ประชุมนั้น พึง กล่าว อัชเฌสนา ดังนี้ ปุพฺพกรณปุพฺพกิจฺจานิ สมาเปตฺวา อิมสฺส นิสินฺนสฺส ภิกฺขุสงฺฆสฺส อนุมติยา ปาฏิโมกฺขํ อุทฺเทสิตุํ* อชฺเฌสนํ กโรมิ. __________________ *ใช้คำว่า อุทฺทิสิตุํ ก็มี ถ้าเป็นวันปวารนา พึงว่า ปวารณาญตฺติํ ฐเปตุํ นโม ตสฺส ภควโต อรหโต สมฺมาสมฺพุทฺธสฺส. (3 ครั้ง) สุณาตุ เม ภนฺเต สงฺโฆ. อชฺชุโปสโถ ปณฺณรโส.* ยทิ สงฺฆสฺส ปตฺตกลฺลํ, สงฺโฆ อุโปสถํ กเรยฺย, ปาฏิโมกฺขํ อุทฺทิเสยฺย. กึ สงฺฆสฺส ปุพฺพกิจฺจํ, ปาริสุทฺธึ อายสฺมนฺโต อาโรเจถ, ปาฏิโมกฺขํ อุทฺทิสิสฺสามิ. ตํ สพฺเพว สนฺตา สาธุกํ สุโณม มนสิกโรม. ยสฺส สิยา อาปตฺติ, โส อาวิกเรยฺย, อสนฺติยา อาปตฺติยา ตุณฺหี ภวิตพฺพํ. ตุณฺหีภาเวน โข ปนายสฺมนฺเต ปริสุทฺธาติ เวทิสฺสามิ. ยถา โข ปน ปจฺเจกปุฏฺฐสฺส เวยฺยากรณํ โหติ, เอวเมวํ เอวรูปาย ปริสาย ยาวตติยํ อนุสฺสาวิตํ โหติ. โย ปน ภิกฺขุ ยาวตติยํ อนุสฺสาวิยมาเน สรมาโน สนฺตึ อาปตฺตึ นาวิกเรยฺย, สมฺปชานมุสาวาทสฺส โหติ, สมฺปชานมุสาวาโท โข ปนายสฺมนฺโต อนฺตรายิโก ธมฺโม วุตฺโต ภควตา; ตสฺมา สรมาเนน ภิกฺขุนา อาปนฺเนน วิสุทฺธาเปกฺเขน สนฺตี อาปตฺติ อาวิกาตพฺพา, อาวิกตา หิสฺส ผาสุ โหติ. นิทานํ นิฏฺฐิตํ. __________________ * ถ้าเป็น 14 คำ พึงว่า จาตุทฺทโส ปาราชิกุทฺเทโส ตตฺริเม จตฺตาโร ปาราชิกา ธมฺมา อุทฺเทสํ อาคจฺฉนฺติ.		
01intro	1	พระภิกขุปาฏิโมกข์			If it is pavāraṇā day, the word “pavāraṇā karaṇato” should be used instead.
01intro	2	พระภิกขุปาฏิโมกข์			If it is pavāraṇā day, the words “akatapavārāṇaṁpi” should be used instead.
01intro	3	พระภิกขุปาฏิโมกข์			If it is done in the nighttime, the following sentence should be used : “Tattha purimāni cattāri …”
01intro	4	พระภิกขุปาฏิโมกข์			If there is no “ārāmika” or layman who works in the vihāra and there are only bhikkhus and sāmaneras, the words “sāmanerehipi bhikkhūhipi” should be used as substitute for “ārāmikehipi bhikkhūhipi.”
01intro	5	พระภิกขุปาฏิโมกข์			If it is pavāraṇā day, the word “pavāraṇā āharaṇāni” should be used.
01intro	6	พระภิกขุปาฏิโมกข์			If it is summer, recite “gimhotu”, if the rainy season, recite “vassānotu.”
01intro	7	พระภิกขุปาฏิโมกข์			This is the season without “adhikamāsa” (the additional month) and without “pavāraṇā” and it is the third uposatha. If it is the second uposatha: one has passed, one is present , six uposathas are to come, then recite thus “aṭṭha uposathā iminā pakkhena eko uposatho sampatto, eko uposatho atikkanto, cha uposathā avasiṭṭhā” (there are eight uposathas, with this fortnight one uposatha has arrived, one has passed, and six are left to come). If 2, 3, 4, 5, 6 have passed, 5, 4, 3, 2, 1 remain to come, recite eko uposatho sampatto,		 1 uposatha arrives dve					 2 tayo					 3 cattāro uposathā		 4 uposathas passed pañca		 atikkantā		 5 cha					 6 pañca					 5 cattāro uposathā		 4 uposathas left Tayo		 avasiṭṭhā		 3 to come dve					 2 eko uposatho avasiṭṭhā		 1 uposatha left to come If seven uposathas have passed and one arrives, altogether being eight, recite : “aṭṭha uposathā, iminā pakkhena eko uposatho sampatto, satta uposathā atikkantā, aṭṭha uposathā paripuṇṇā”. (There are eight uposathas, with this fortnight one uposatha arrives, seven have passed, eight uposathas are complete). If it is the season with adhikamāsa (the additional month), recite: “adhikamāsavasena dasa uposathā, iminā pakkhena eko uposatho sampatto, nava uposathā avasiṭṭhā. (There are ten uposathas because of the additional month, with this fortnight one uposatha arrives and nine uposathas are to come). If it is the 2nd, 3rd, etc, until the 10th uposatha, change the words as in the season without adhikamāsa, the difference being that one must always add the word “adhikamāsavasena” (because of the additional month) before the other words. The additional month does not come in the eighth lunar month every year (as fixed in the worldly lunar calendar of Siam). It can come in any season according to the calculation. It should be, therefore, declared in accordance with the month and season in which it comes. The season which has no additional month but has pavāraṇā should be told as follows: If it is the first uposatha: “Satta ca uposathā, ekā ca pavāraṇā, iminā pakkhena eko uposatho sampatto, cha ca uposathā ekā ca pavāraṇā avasiṭṭha” (There are seven uposathas and one pavāraṇā, with this fortnight one uposatha arrives, six uposathas and one pavāraṇā are to come) If five uposathas have passed and two uposathas are to come, and that day is pavāraṇā, it should be told thus: “Satta ca uposathā, ekā ca pavāraṇā, iminā pakkhena ekā pavāraṇā sampattā, pañca uposathā atikkantā, dve uposathā avasiṭṭhā” (There are seven uposathas and one pavāraṇā, with this fortnight one pavāraṇā arrives, five uposathas have passed and two uposathas are to come). If it is the final uposatha, six uposathas and one pavāraṇā have passed, one uposatha (the last) arrives, it should be told thus: “Satta ca uposathā, ekā ca pavāraṇā, iminā pakkhena eko uposatho sampatto, cha ca uposathā ekā ca pavāraṇā atikkantā, satta ca uposathā ekā ca pavāraṇā paripuṇṇā” (There are seven uposathas and one pavāraṇā, with this fortnight one uposatha arrives, six uposathas and one pavāraṇā have passed, seven uposathas and one pavāraṇā are complete). If the season has both the additional month and pavāraṇā and if the day is the first uposatha, it should be told thus: “Adhikamāsavasena nava ca uposathā ekā ca pavāraṇā iminā pakkhena eko uposatho sampatto, aṭṭha ca uposathā ekā ca pavāraṇā avasiṭṭhā” (because of the additional month, there are nine uposathas and one pavāraṇā, with this fortnight one uposatha comes, eight uposathas and one pavāraṇā are to come). In the season with the additional month, the word “adhikamāsavasena” (because of the additional month) should always be put before the other words.
01intro	8	พระภิกขุปาฏิโมกข์			If it is pavāraṇā day, the words “pavāraṇagge pavāraṇatthāya” (in the pavāraṇā hall for pavāraṇā) should be used.
01intro	9	พระภิกขุปาฏิโมกข์			If it is pavāraṇā day, the word “pavāraṇagge” (in the pavāraṇā hall) should be used.
